"Top Level Domain","U-Label","Translation","Agreement Type","Operator","Agreement Status","Agreement Date","Link"
"wiki",,,"Base, Non-Sponsored","Registry Services, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/wiki"
"williamhill",,,"Base, Brand (Spec 13), Non-Sponsored","William Hill Organization Limited","active","13 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/williamhill"
"win",,,"Base, Non-Sponsored","First Registry Limited","active","20 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/win"
"windows",,,"Base, Brand (Spec 13), Non-Sponsored","Microsoft Corporation","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/windows"
"wine",,,"Base, Non-Sponsored","Binky Moon, LLC","active","18 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/wine"
"winners",,,"Base, Brand (Spec 13), Non-Sponsored","The TJX Companies, Inc.","active","16 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/winners"
"wme",,,"Base, Brand (Spec 13), Non-Sponsored","William Morris Endeavor Entertainment, LLC","active","13 Feb 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/wme"
"wolterskluwer",,,"Base, Brand (Spec 13), Non-Sponsored","Wolters Kluwer N.V.","active","6 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/wolterskluwer"
"woodside",,,"Base, Brand (Spec 13), Non-Sponsored","Woodside Petroleum Limited","active","9 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/woodside"
"work",,,"Base, Non-Sponsored","Registry Services, LLC","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/work"
"works",,,"Base, Non-Sponsored","Binky Moon, LLC","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/works"
"world",,,"Base, Non-Sponsored","Binky Moon, LLC","active","12 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/world"
"wow",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","8 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/wow"
"wtc",,,"Base, Brand (Spec 13), Non-Sponsored","World Trade Centers Association, Inc.","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/wtc"
"wtf",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/wtf"
"xbox",,,"Base, Brand (Spec 13), Non-Sponsored","Microsoft Corporation","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xbox"
"xerox",,,"Base, Brand (Spec 13), Non-Sponsored","Xerox DNHC LLC","active","24 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xerox"
"xfinity",,,"Base, Brand (Spec 13), Non-Sponsored","Comcast IP Holdings I, LLC","terminated","9 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/xfinity"
"xihuan",,,"Base, Non-Sponsored","Beijing Qihu Keji Co., Ltd.","active","8 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xihuan"
"xin",,,"Base, Non-Sponsored","Elegant Leader Limited","active","11 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xin"
"xn--11b4c3d","कॉम","com","Base, Non-Sponsored","VeriSign Sarl","active","15 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--11b4c3d"
"xn--1ck2e1b","セール","sale","Base, Non-Sponsored","Amazon Registry Services, Inc.","active","26 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--1ck2e1b"
"xn--1qqw23a","佛山","foshan","Base, Non-Sponsored","Guangzhou YU Wei Information Technology Co., Ltd.","active","9 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--1qqw23a"
"xn--30rr7y","慈善","charity","Base, Non-Sponsored","Excellent First Limited","active","12 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--30rr7y"
"xn--3bst00m","集团","corporate group","Base, Non-Sponsored","Eagle Horizon Limited","active","13 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--3bst00m"
"xn--3ds443g","在线","online","Base, Non-Sponsored","Beijing TLD Registry Technology Limited","active","8 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--3ds443g"
"xn--3oq18vl8pn36a","大众汽车","volkswagon","Base, Brand (Spec 13), Community (Spec 12), Non-Sponsored","Volkswagen (China) Investment Co., Ltd.","terminated","2 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/xn--3oq18vl8pn36a"
"xn--3pxu8k","点看","dot com","Base, Non-Sponsored","VeriSign Sarl","active","15 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--3pxu8k"
"xn--42c2d9a","คอม","com","Base, Non-Sponsored","VeriSign Sarl","active","15 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--42c2d9a"
"xn--45q11c","八卦","gossip","Base, Non-Sponsored","Zodiac Gemini Ltd","active","21 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--45q11c"
"xn--4gbrim","موقع","site","Base, Non-Sponsored","Helium TLDs Ltd","active","4 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--4gbrim"
"xn--4gq48lf9j","一号店","number one store","Base, Brand (Spec 13), Non-Sponsored","Wal-Mart Stores, Inc.","terminated","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/xn--4gq48lf9j"
"xn--55qw42g","公益","public interest","Base, Non-Sponsored","China Organizational Name Administration Center","active","8 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--55qw42g"
"xn--55qx5d","公司","business organisation","Base, Non-Sponsored","China Internet Network Information Center (CNNIC)","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--55qx5d"
"xn--5su34j936bgsg","香格里拉","shangri-la","Base, Brand (Spec 13), Non-Sponsored","Shangri‐La International Hotel Management Limited","active","3 Sep 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--5su34j936bgsg"
"xn--5tzm5g","网站","website","Base, Non-Sponsored","Global Website TLD Asia Limited","active","22 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--5tzm5g"
"xn--6frz82g","移动","mobile","Base, Non-Sponsored","Identity Digital Domains Limited","active","23 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--6frz82g"
"xn--6qq986b3xl","我爱你","I love you","Base, Non-Sponsored","Tycoon Treasure Limited","active","13 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--6qq986b3xl"
"xn--80adxhks","москва","moscow","Base, Non-Sponsored","Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--80adxhks"
"xn--80aqecdr1a","католик","catholic","Base, Community (Spec 12), Non-Sponsored","Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication)","active","21 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--80aqecdr1a"
"xn--80asehdb","онлайн","online","Base, Non-Sponsored","CORE Association","active","14 Jul 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--80asehdb"
"xn--80aswg","сайт","site","Base, Non-Sponsored","CORE Association","active","14 Jul 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--80aswg"
"xn--8y0a063a","联通","unicom","Base, Brand (Spec 13), Non-Sponsored","China United Network Communications Corporation Limited","active","26 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--8y0a063a"
"xn--9dbq2a","קום","com","Base, Non-Sponsored","VeriSign Sarl","active","15 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--9dbq2a"
"xn--9et52u","时尚","vogue","Base, Non-Sponsored","RISE VICTORY LIMITED","active","12 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--9et52u"
"xn--9krt00a","微博","wei-bo","Base, Brand (Spec 13), Non-Sponsored","Sina Corporation","active","12 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--9krt00a"
"xn--b4w605ferd","淡马锡","temasek","Base, Brand (Spec 13), Non-Sponsored","Temasek Holdings (Private) Limited","active","7 Aug 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--b4w605ferd"
"xn--bck1b9a5dre4c","ファッション","fashion","Base, Non-Sponsored","Amazon Registry Services, Inc.","active","26 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--bck1b9a5dre4c"
"xn--c1avg","орг","org","Base, Non-Sponsored","Public Interest Registry","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--c1avg"
"xn--c2br7g","नेट","net","Base, Non-Sponsored","VeriSign Sarl","active","15 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--c2br7g"
"xn--cck2b3b","ストア","store","Base, Non-Sponsored","Amazon Registry Services, Inc.","active","26 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--cck2b3b"
"xn--cckwcxetd","アマゾン","amazon","Base, Brand (Spec 13), Non-Sponsored","Amazon Registry Services, Inc.","active","19 Dec 2019","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--cckwcxetd"
"xn--cg4bki","삼성","samsung","Base, Non-Sponsored","SAMSUNG SDS CO., LTD","active","27 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--cg4bki"
"xn--czr694b","商标","trademark","Base, Non-Sponsored","Internet DotTrademark Organisation Limited","active","16 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--czr694b"
"xn--czrs0t","商店","shop","Base, Non-Sponsored","Binky Moon, LLC","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--czrs0t"
"xn--czru2d","商城","mall","Base, Non-Sponsored","Zodiac Aquarius Limited","active","21 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--czru2d"
"xn--d1acj3b","дети","kids","Base, Non-Sponsored","The Foundation for Network Initiatives ""The Smart Internet""","active","20 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--d1acj3b"
"xn--eckvdtc9d","ポイント","point","Base, Non-Sponsored","Amazon Registry Services, Inc.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--eckvdtc9d"
"xn--efvy88h","新闻","news","Base, Non-Sponsored","Guangzhou YU Wei Information Technology Co., Ltd.","active","22 Aug 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--efvy88h"
"xn--estv75g","工行","icbc","Base, Brand (Spec 13), Non-Sponsored","Industrial and Commercial Bank of China Limited","terminated","19 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/xn--estv75g"
"xn--fct429k","家電","consumer electronics","Base, Non-Sponsored","Amazon Registry Services, Inc.","active","9 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--fct429k"
"xn--fhbei","كوم","com","Base, Non-Sponsored","VeriSign Sarl","active","15 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--fhbei"
"xn--fiq228c5hs","中文网","website","Base, Non-Sponsored","Beijing TLD Registry Technology Limited","active","8 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--fiq228c5hs"
"xn--fiq64b","中信","citic","Base, Brand (Spec 13), Non-Sponsored","CITIC Group Corporation","active","15 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--fiq64b"
"xn--fjq720a","娱乐","entertainment","Base, Non-Sponsored","Binky Moon, LLC","active","22 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--fjq720a"
"xn--flw351e","谷歌","google","Base, Brand (Spec 13), Non-Sponsored","Charleston Road Registry Inc.","active","31 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--flw351e"
"xn--fzys8d69uvgm","電訊盈科","pccw","Base, Brand (Spec 13), Non-Sponsored","PCCW Enterprises Limited","active","14 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--fzys8d69uvgm"
"xn--g2xx48c","购物","shopping","Base, Non-Sponsored","Nawang Heli(Xiamen) Network Service Co., LTD.","active","30 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--g2xx48c"
"xn--gckr3f0f","クラウド","cloud","Base, Non-Sponsored","Amazon Registry Services, Inc.","active","26 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--gckr3f0f"
"xn--gk3at1e","通販","online shopping","Base, Non-Sponsored","Amazon Registry Services, Inc.","active","8 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--gk3at1e"
"xn--hxt814e","网店","webshop","Base, Non-Sponsored","Zodiac Taurus Limited","active","15 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--hxt814e"
"xn--i1b6b1a6a2e","संगठन","organization","Base, Non-Sponsored","Public Interest Registry","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--i1b6b1a6a2e"
"xn--imr513n","餐厅","restaurant","Base, Non-Sponsored","Internet DotTrademark Organisation Limited","active","11 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--imr513n"
"xn--io0a7i","网络","network","Base, Non-Sponsored","China Internet Network Information Center (CNNIC)","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--io0a7i"
"xn--j1aef","ком","com","Base, Non-Sponsored","VeriSign Sarl","active","15 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--j1aef"
"xn--jlq480n2rg","亚马逊","amazon","Base, Brand (Spec 13), Non-Sponsored","Amazon Registry Services, Inc.","active","19 Dec 2019","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--jlq480n2rg"
"xn--jlq61u9w7b","诺基亚","nokia","Base, Brand (Spec 13), Non-Sponsored","Nokia Corporation","terminated","8 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/xn--jlq61u9w7b"
"xn--jvr189m","食品","food","Base, Non-Sponsored","Amazon Registry Services, Inc.","active","26 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--jvr189m"
"xn--kcrx77d1x4a","飞利浦","philips","Base, Brand (Spec 13), Non-Sponsored","Koninklijke Philips N.V.","active","7 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--kcrx77d1x4a"
"xn--kpu716f","手表","watches","Base, Non-Sponsored","Richemont DNS Inc.","terminated","22 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/xn--kpu716f"
"xn--kput3i","手机","cell","Base, Non-Sponsored","Beijing RITT-Net Technology Development Co., Ltd","active","13 Feb 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--kput3i"
"xn--mgba3a3ejt","ارامكو","aramco","Base, Non-Sponsored","Aramco Services Company","active","20 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--mgba3a3ejt"
"xn--mgba7c0bbn0a","العليان","olayan","Base, Non-Sponsored","Competrol (Luxembourg) Sarl","active","14 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--mgba7c0bbn0a"
"xn--mgbaakc7dvf","اتصالات","communications","Base, Non-Sponsored","Emirates Telecommunications Corporation (trading as Etisalat)","terminated","3 Sep 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/xn--mgbaakc7dvf"
"xn--mgbab2bd","بازار","bazaar","Base, Non-Sponsored","CORE Association","active","31 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--mgbab2bd"
"xn--mgbb9fbpob","موبايلي","mobily","Base, Non-Sponsored","GreenTech Consultancy Company W.L.L.","terminated","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/xn--mgbb9fbpob"
"xn--mgbca7dzdo","ابوظبي","abu dhabi","Base, Non-Sponsored","Abu Dhabi Systems and Information Centre","active","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--mgbca7dzdo"
"xn--mgbi4ecexp","كاثوليك","catholic","Base, Community (Spec 12), Non-Sponsored","Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication)","active","21 Oct 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--mgbi4ecexp"
"xn--mgbt3dhd","همراه","along","Base, Non-Sponsored","Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.","terminated","4 Sep 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/xn--mgbt3dhd"
"xn--mk1bu44c","닷컴","com","Base, Non-Sponsored","VeriSign Sarl","active","15 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--mk1bu44c"
"xn--mxtq1m","政府","government","Base, Non-Sponsored","Net-Chinese Co., Ltd.","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/xn--mxtq1m"
